 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
      44.800 -1.4919209E-01 -1.3763125E-01 -1.4390633E-01 -1.3275509E-01
      45.000 -1.5017550E-01 -1.3855404E-01 -1.4510534E-01 -1.3387623E-01
      45.200 -1.5053196E-01 -1.3889947E-01 -1.4570403E-01 -1.3444463E-01
      45.400 -1.5031068E-01 -1.3871278E-01 -1.4571024E-01 -1.3446730E-01
      45.600 -1.4955512E-01 -1.3803385E-01 -1.4513555E-01 -1.3395474E-01
      45.800 -1.4829736E-01 -1.3689206E-01 -1.4399467E-01 -1.3292028E-01
      46.000 -1.4655531E-01 -1.3530374E-01 -1.4230473E-01 -1.3137950E-01
      46.200 -1.4433327E-01 -1.3327262E-01 -1.4008452E-01 -1.2934946E-01
      46.400 -1.4162532E-01 -1.3079297E-01 -1.3735382E-01 -1.2684818E-01
      46.600 -1.3842072E-01 -1.2785461E-01 -1.3413263E-01 -1.2389385E-01
      46.800 -1.3471032E-01 -1.2444879E-01 -1.3044080E-01 -1.2050449E-01
      47.000 -1.3049228E-01 -1.2057349E-01 -1.2629739E-01 -1.1669746E-01
      47.200 -1.2577617E-01 -1.1623723E-01 -1.2172057E-01 -1.1248920E-01
      47.400 -1.2058466E-01 -1.1146061E-01 -1.1672749E-01 -1.0789529E-01
      47.600 -1.1495212E-01 -1.0627507E-01 -1.1133423E-01 -1.0293027E-01
      47.800 -1.0892108E-01 -1.0071958E-01 -1.0555610E-01 -9.7607978E-02
      48.000 -1.0253651E-01 -9.4835431E-02 -9.9407719E-02 -9.1941630E-02
      48.200 -9.5840035E-02 -8.8660796E-02 -9.2903539E-02 -8.5944269E-02
      48.400 -8.8864289E-02 -8.2225575E-02 -8.6057960E-02 -7.9628896E-02
      48.600 -8.1629383E-02 -7.5548098E-02 -7.8885737E-02 -7.3008851E-02
      48.800 -7.4141921E-02 -6.8634199E-02 -7.1402389E-02 -6.6098176E-02
      49.000 -6.6396421E-02 -6.1478523E-02 -6.3624173E-02 -5.8911612E-02
      49.200 -5.8379774E-02 -5.4068638E-02 -5.5568567E-02 -5.1465029E-02
      49.400 -5.0076826E-02 -4.6390207E-02 -4.7254109E-02 -4.3775296E-02
      49.600 -4.1476926E-02 -3.8433040E-02 -3.8700556E-02 -3.5860420E-02
      49.800 -3.2579834E-02 -3.0196585E-02 -2.9929010E-02 -2.7739671E-02
      50.000 -2.3399442E-02 -2.1693386E-02 -2.0961544E-02 -1.9433235E-02
      50.200 -1.3965770E-02 -1.2950950E-02 -1.1821575E-02 -1.0962563E-02
      50.400 -4.3229123E-03 -4.0098680E-03 -2.5329740E-03 -2.3495483E-03
      50.600  5.4742882E-03  5.0792567E-03  6.8796018E-03  6.3831611E-03
      50.800  1.5365939E-02  1.4261079E-02  1.6390939E-02  1.5212377E-02
      51.000  2.5293934E-02  2.3481847E-02  2.5975864E-02  2.4114923E-02
      51.200  3.5207634E-02  3.2694684E-02  3.5609146E-02  3.3067538E-02
      51.400  4.5068838E-02  4.1864207E-02  4.5266154E-02  4.2047492E-02
      51.600  5.4853661E-02  5.0968287E-02  5.4922727E-02  5.1032461E-02
      51.800  6.4552506E-02  5.9998048E-02  6.4555721E-02  6.0001036E-02
      52.000  7.4167058E-02  6.8955084E-02  7.4143008E-02  6.8932724E-02
      52.200  8.3705415E-02  7.7846949E-02  8.3663388E-02  7.7807863E-02
      52.400  9.3176763E-02  8.6682214E-02  9.3096879E-02  8.6607898E-02
