 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
   33.400032 -7.7460339E-02 -7.1863856E-02 -8.2796699E-02 -7.6814666E-02
   33.600032 -6.9224517E-02 -6.4204199E-02 -7.4703877E-02 -6.9286184E-02
   33.800033 -6.1583178E-02 -5.7100581E-02 -6.6670446E-02 -6.1817550E-02
   34.000033 -5.4477887E-02 -5.0498236E-02 -5.8727380E-02 -5.4437300E-02
   34.200034 -4.7811147E-02 -4.4306278E-02 -5.0905417E-02 -4.7173717E-02
   34.400034 -4.1458442E-02 -3.8408903E-02 -4.3235097E-02 -4.0054874E-02
   34.600034 -3.5281957E-02 -3.2678125E-02 -3.5746326E-02 -3.3108224E-02
   34.800035 -2.9145568E-02 -2.6987663E-02 -2.8468435E-02 -2.6360664E-02
   35.000035 -2.2929444E-02 -2.1226448E-02 -2.1430329E-02 -1.9838674E-02
   35.200036 -1.6542697E-02 -1.5310311E-02 -1.4660348E-02 -1.3568191E-02
   35.400036 -9.9337857E-03 -9.1915593E-03 -8.1867093E-03 -7.5750198E-03
   35.600036 -3.0968620E-03 -2.8648103E-03 -2.0374398E-03 -1.8847719E-03
   35.800037  3.9256414E-03  3.6306732E-03  3.7593577E-03  3.4768838E-03
   36.000037  1.1044643E-02  1.0212538E-02  9.1753195E-03  8.4840492E-03
   36.200038  1.8130423E-02  1.6760939E-02  1.4181991E-02  1.3110753E-02
   36.400038  2.5021564E-02  2.3126839E-02  1.8750683E-02  1.7330813E-02
   36.600038  3.1537048E-02  2.9143206E-02  2.2852836E-02  2.1118176E-02
   36.800039  3.7489555E-02  3.4637303E-02  2.6460238E-02  2.4447110E-02
   37.000039  4.2699186E-02  3.9443365E-02  2.9545394E-02  2.7292553E-02
   37.200040  4.7006698E-02  4.3414798E-02  3.2082171E-02  2.9630691E-02
   37.400040  5.0284465E-02  4.6434275E-02  3.4046264E-02  3.1439403E-02
   37.600040  5.2445036E-02  4.8421601E-02  3.5415949E-02  3.2698937E-02
   37.800041  5.3446038E-02  4.9338207E-02  3.6172704E-02  3.3392492E-02
   38.000041  5.3291437E-02  4.9188270E-02  3.6301878E-02  3.3506820E-02
   38.200042  5.2029066E-02  4.8016401E-02  3.5793328E-02  3.3032821E-02
   38.400042  4.9744725E-02  4.5902177E-02  3.4641967E-02  3.1966037E-02
   38.600042  4.6553442E-02  4.2952055E-02  3.2848205E-02  3.0307059E-02
   38.800043  4.2588813E-02  3.9289529E-02  3.0418274E-02  2.8061821E-02
   39.000043  3.7991467E-02  3.5044488E-02  2.7364482E-02  2.5241833E-02
   39.200044  3.2897408E-02  3.0342473E-02  2.3705184E-02  2.1864151E-02
   39.400044  2.7427811E-02  2.5295271E-02  1.9464826E-02  1.7951416E-02
   39.600044  2.1680496E-02  1.9993075E-02  1.4673624E-02  1.3531557E-02
   39.800045  1.5724369E-02  1.4499368E-02  9.3672831E-03  8.6375284E-03
   40.000045  9.5970463E-03  8.8487553E-03  3.5866606E-03  3.3070052E-03
   40.200046  3.3054884E-03  3.0475601E-03 -2.6229270E-03 -2.4182591E-03
   40.400046 -3.1697661E-03 -2.9222623E-03 -9.2120463E-03 -8.4927450E-03
   40.600047 -9.8681558E-03 -9.0971761E-03 -1.6128006E-02 -1.4867956E-02
   40.800047 -1.6840113E-02 -1.5523782E-02 -2.3315232E-02 -2.1492764E-02
   41.000047 -2.4137402E-02 -2.2249911E-02 -3.0716149E-02 -2.8314213E-02
   41.200048 -3.1802914E-02 -2.9315220E-02 -3.8271725E-02 -3.5278027E-02
   41.400048 -3.9861172E-02 -3.6742449E-02 -4.5921982E-02 -4.2329064E-02
   41.600049 -4.8310862E-02 -4.4530534E-02 -5.3606867E-02 -4.9412126E-02
   41.800049 -5.7119123E-02 -5.2649348E-02 -6.1266535E-02 -5.6472210E-02
   42.000049 -6.6219319E-02 -6.1037648E-02 -6.8842175E-02 -6.3455266E-02
   42.200050 -7.5511516E-02 -6.9603510E-02 -7.6276429E-02 -7.0308577E-02
   42.400050 -8.4866026E-02 -7.8227588E-02 -8.3513783E-02 -7.6981121E-02
   42.600051 -9.4130201E-02 -8.6769364E-02 -9.0501312E-02 -8.3424248E-02
   42.800051 -1.0313676E-01 -9.5074819E-02 -9.7188834E-02 -8.9591824E-02
   43.000051 -1.1171432E-01 -1.0298610E-01 -1.0352958E-01 -9.5440840E-02
   43.200052 -1.1969799E-01 -1.1035134E-01 -1.0948047E-01 -1.0093166E-01
   43.400052 -1.2693980E-01 -1.1703419E-01 -1.1500233E-01 -1.0602824E-01
   43.600053 -1.3331824E-01 -1.2292262E-01 -1.2006043E-01 -1.1069860E-01
   43.800053 -1.3874522E-01 -1.2793539E-01 -1.2462443E-01 -1.1491477E-01
   44.000053 -1.4317108E-01 -1.3202663E-01 -1.2866875E-01 -1.1865317E-01
   44.200054 -1.4658615E-01 -1.3518729E-01 -1.3217255E-01 -1.2189452E-01
   44.400054 -1.4901941E-01 -1.3744391E-01 -1.3511964E-01 -1.2462384E-01
   44.600055 -1.5053432E-01 -1.3885483E-01 -1.3749858E-01 -1.2683049E-01
   44.800055 -1.5122186E-01 -1.3950374E-01 -1.3930229E-01 -1.2850781E-01
   45.000055 -1.5119186E-01 -1.3949174E-01 -1.4052798E-01 -1.2965310E-01
   45.200056 -1.5056303E-01 -1.3892814E-01 -1.4117669E-01 -1.3026714E-01
   45.400056 -1.4945272E-01 -1.3792102E-01 -1.4125298E-01 -1.3035396E-01
   45.600057 -1.4796722E-01 -1.3656827E-01 -1.4076445E-01 -1.2992038E-01
   45.800057 -1.4619344E-01 -1.3494995E-01 -1.3972138E-01 -1.2897564E-01
   46.000057 -1.4419253E-01 -1.3312236E-01 -1.3813614E-01 -1.2753094E-01
   46.200058 -1.4199617E-01 -1.3111461E-01 -1.3602284E-01 -1.2559904E-01
   46.400058 -1.3960549E-01 -1.2892763E-01 -1.3339693E-01 -1.2319394E-01
   46.600059 -1.3699287E-01 -1.2653575E-01 -1.3027469E-01 -1.2033039E-01
   46.800059 -1.3410632E-01 -1.2389080E-01 -1.2667310E-01 -1.1702381E-01
   47.000059 -1.3087593E-01 -1.2092797E-01 -1.2260945E-01 -1.1328983E-01
   47.200060 -1.2722186E-01 -1.1757327E-01 -1.1810115E-01 -1.0914429E-01
   47.400060 -1.2306321E-01 -1.1375162E-01 -1.1316579E-01 -1.0460309E-01
   47.600061 -1.1832661E-01 -1.0939484E-01 -1.0782082E-01 -9.9682066E-02
   47.800061 -1.1295436E-01 -1.0444917E-01 -1.0208383E-01 -9.4397162E-02
   48.000062 -1.0691072E-01 -9.8881112E-02 -9.5972329E-02 -8.8764259E-02
   48.200062 -1.0018657E-01 -9.2681734E-02 -8.9504093E-02 -8.2799470E-02
   48.400062 -9.2801265E-02 -8.5868434E-02 -8.2697016E-02 -7.6519035E-02
   48.600063 -8.4802256E-02 -7.8484596E-02 -7.5569304E-02 -6.9939488E-02
   48.800063 -7.6262279E-02 -7.0597044E-02 -6.8139673E-02 -6.3077836E-02
   49.000064 -6.7274014E-02 -6.2291113E-02 -6.0427155E-02 -5.5951393E-02
   49.200064 -5.7943671E-02 -5.3664740E-02 -5.2451436E-02 -4.8578087E-02
   49.400064 -4.8382895E-02 -4.4820981E-02 -4.4232587E-02 -4.0976217E-02
   49.600065 -3.8700738E-02 -3.5860589E-02 -3.5791156E-02 -3.3164534E-02
   49.800065 -2.8996042E-02 -2.6874951E-02 -2.7148235E-02 -2.5162313E-02
   50.000066 -1.9350365E-02 -1.7939528E-02 -1.8325082E-02 -1.6988998E-02
   50.200063 -9.8234059E-03 -9.1095900E-03 -9.3435130E-03 -8.6645684E-03
   50.400060 -4.4916327E-04 -4.1663705E-04 -2.2508158E-04 -2.0878226E-04
   50.600058  8.7642625E-03  8.1318223E-03  9.0084866E-03  8.3584229E-03
   50.800055  1.7833158E-02  1.6550897E-02  1.8335371E-02  1.7016999E-02
   51.000053  2.6794854E-02  2.4875240E-02  2.7734045E-02  2.5747146E-02
   51.200050  3.5701912E-02  3.3153683E-02  3.7182946E-02  3.4529008E-02
   51.400048  4.4615754E-02  4.1443339E-02  4.6660855E-02  4.3343023E-02
   51.600045  5.3598915E-02  4.9802417E-02  5.6146512E-02  5.2169563E-02
   51.800042  6.2707941E-02  5.8283625E-02  6.5618892E-02  6.0989196E-02
   52.000040  7.1986495E-02  6.6927756E-02  7.5057010E-02  6.9782496E-02
   52.200037  8.1459668E-02  7.5758379E-02  8.4439699E-02  7.8529840E-02
   52.400035  9.1130446E-02  8.4778528E-02  9.3745860E-02  8.7211645E-02
   52.600032  1.0097747E-01  9.3968587E-02  1.0295403E-01  9.5807947E-02
   52.800030  1.1095570E-01  1.0328686E-01  1.1204267E-01  1.0429871E-01
   53.000027  1.2099834E-01  1.1267137E-01  1.2098982E-01  1.1266343E-01
   53.200024  1.3102142E-01  1.2204401E-01  1.2977339E-01  1.2088149E-01
   53.400022  1.4092921E-01  1.3131565E-01  1.3837108E-01  1.2893203E-01
   53.600019  1.5062068E-01  1.4039209E-01  1.4676034E-01  1.3679391E-01
   53.800017  1.5999675E-01  1.4918082E-01  1.5491880E-01  1.4444615E-01
   54.000014  1.6896655E-01  1.5759685E-01  1.6282411E-01  1.5186773E-01
   54.200011  1.7745365E-01  1.6556853E-01  1.7045440E-01  1.5903806E-01
   54.400009  1.8540039E-01  1.7304165E-01  1.7778840E-01  1.6593707E-01
   54.600006  1.9277067E-01  1.7998202E-01  1.8480553E-01  1.7254530E-01
   54.800004  1.9955124E-01  1.8637676E-01  1.9148641E-01  1.7884437E-01
   55.000001  2.0575044E-01  1.9223311E-01  1.9781278E-01  1.8481694E-01
   55.199999  2.1139578E-01  1.9757624E-01  2.0376800E-01  1.9044711E-01
   55.399996  2.1652946E-01  2.0244508E-01  2.0933690E-01  1.9572038E-01
   55.599993  2.2120326E-01  2.0688757E-01  2.1450621E-01  2.0062394E-01
   55.799991  2.2547251E-01  2.1095504E-01  2.1926449E-01  2.0514673E-01
   55.999988  2.2939008E-01  2.1469654E-01  2.2360216E-01  2.0927937E-01
   56.199986  2.3300095E-01  2.1815386E-01  2.2751167E-01  2.1301437E-01
   56.399983  2.3633759E-01  2.2135710E-01  2.3098729E-01  2.1634594E-01
   56.599981  2.3941683E-01  2.2432174E-01  2.3402524E-01  2.1927008E-01
   56.799978  2.4223816E-01  2.2704703E-01  2.3662344E-01  2.2178442E-01
   56.999975  2.4478394E-01  2.2951616E-01  2.3878156E-01  2.2388817E-01
   57.199973  2.4702118E-01  2.3169790E-01  2.4050083E-01  2.2558202E-01
   57.399970  2.4890472E-01  2.3354954E-01  2.4178391E-01  2.2686803E-01
   57.599968  2.5038183E-01  2.3502122E-01  2.4263487E-01  2.2774953E-01
   57.799965  2.5139729E-01  2.3606063E-01  2.4305899E-01  2.2823102E-01
   57.999963  2.5189889E-01  2.3661826E-01  2.4306272E-01  2.2831811E-01
   58.199960  2.5184265E-01  2.3665223E-01  2.4265357E-01  2.2801741E-01
   58.399957  2.5119736E-01  2.3613259E-01  2.4184007E-01  2.2733647E-01
   58.599955  2.4994800E-01  2.3504460E-01  2.4063163E-01  2.2628372E-01
   58.799952  2.4809781E-01  2.3339063E-01  2.3903856E-01  2.2486841E-01
   58.999950  2.4566869E-01  2.3119068E-01  2.3707193E-01  2.2310055E-01
   59.199947  2.4270020E-01  2.2848136E-01  2.3474358E-01  2.2099088E-01
   59.399945  2.3924685E-01  2.2531340E-01  2.3206597E-01  2.1855072E-01
   59.599942  2.3537436E-01  2.2174822E-01  2.2905219E-01  2.1579204E-01
