 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
   59.199947  2.4347818E-01  2.2921375E-01  2.2671163E-01  2.1342949E-01
   59.399945  2.4107535E-01  2.2703541E-01  2.2429168E-01  2.1122920E-01
   59.599942  2.3821403E-01  2.2442349E-01  2.2154782E-01  2.0872211E-01
   59.799939  2.3489612E-01  2.2137929E-01  2.1849099E-01  2.0591817E-01
   59.999937  2.3112904E-01  2.1790931E-01  2.1513241E-01  2.0282762E-01
   60.199934  2.2692586E-01  2.1402539E-01  2.1148365E-01  1.9946105E-01
   60.399932  2.2230518E-01  2.0974462E-01  2.0755646E-01  1.9582922E-01
   60.599929  2.1729098E-01  2.0508917E-01  2.0336281E-01  1.9194312E-01
   60.799927  2.1191196E-01  2.0008572E-01  1.9891475E-01  1.8781385E-01
   60.999924  2.0620106E-01  1.9476500E-01  1.9422449E-01  1.8345267E-01
   61.199921  2.0019448E-01  1.8916087E-01  1.8930426E-01  1.7887085E-01
   61.399919  1.9393081E-01  1.8330947E-01  1.8416626E-01  1.7407971E-01
   61.599916  1.8745003E-01  1.7724835E-01  1.7882277E-01  1.6909063E-01
